review_business_price_range_detail,review_rating,review_business_number_rating,review_business_price_range,review_content,review_business_rating,review_business_reviews_count,review_business_name
"
                        $11-30
                    ",4.0,,2,"My all-time new favorite Italian spot! I'd compare it to Malatesta in New York except it's in Cali (West Coast, the best Coast ;), less of a wait, larger portions, and better prices. Upon arrival, we were told we needed to drink wine in order to dine inside (a bit strange!) and we needed to sit at one specific table only, also strange. ",4.0,799.0,"
        Maccheroni Republic
    "
"
                        $11-30
                    ",4.0,,2,"Always a blessing to find an affordable, authentic Italian spot in LA. Reminds me of my favorite spots in the North End of Boston, MA. ",4.0,799.0,"
        Maccheroni Republic
    "
"
                        $11-30
                    ",5.0,,2,* authentic handmade italian pasta *,4.0,799.0,"
        Maccheroni Republic
    "
"
                        $11-30
                    ",4.0,,2,"Updating my last scathing review because I've gone a few more times after a terrible experience and it's been great. Food is fresh, reasonable priced, and corkage $5 (used to be free which is a little disappointing) ",4.0,799.0,"
        Maccheroni Republic
    "
"
                        $11-30
                    ",4.0,,2,"You win some and you lose some. I've waited for 5 minutes before to over an hour. Just come with good company or you'll lose your appetite by the time you're seated. Once seated, you get unlimited bread, which is nice especially because the wait time from there can also be quite long at times. ",4.0,799.0,"
        Maccheroni Republic
    "
"
                        $11-30
                    ",2.0,,2,"Very disappointing. I had this idea that this was some special place to get really fresh handmade pasta. Instead here's what we got: table outside with no alcohol allowed (our choice, concert tickets) and circling police copter, mediocre food, and the worst service I can remember in any restaurant. Shrimp cake appetizer was freshly cooked but frankly tasted like frozen food. Both pastas were overcooked and hence mealy. Isn't the point of fresh pasta to highlight the pasta by cooking it well? I bet it was all out of box actually. The black and white had a thin, watery tasteless sauce, and the della nonna ragu was just kind of bland, not very fresh tasting. ",4.0,799.0,"
        Maccheroni Republic
    "
"
                        $11-30
                    ",5.0,,2,I randomly picked this restaurant when I saw in on google maps. My friend and I were craving Pasta and Cannoli's. When we got there the host were very nice and sat us right away. ,4.0,799.0,"
        Maccheroni Republic
    "
"
                        $11-30
                    ",5.0,,2,You can bring your own bottle of wine and there is no corkage fee! AWESOME. This alone adds so much value to this well known LA restaurant.,4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,I came here for DineLA a few weeks ago. Its a very cute hole in the wall. The outside is very sketchy tho. But then again it's DTLA so it's not gonna be glamorous.,4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,"I have a spot soft for hole-in-the-wall type places, so it would only make sense that I fond over Colori.",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",3.0,,2,I heard so many good things about Colori. I'm sad to report that it was overhyped and overpriced for what it is.,4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,I know why this restaurant is really busy !,4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,Came here for dinner with the boyfriend. We had a 6:45PM reservation for a Friday night but it wasn't necessary as there were still plenty of open tables- it did however get a lot more crowded when we were leaving around 8PM.,4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,"Very unassuming, but don't let that fool you! Honestly, we were looking down the street and thinking ""did we take the right street?"" The sign outside looks like you're going into a dive bar. Low and behold, when you walk in, it's super charming and rustic. I love how the restaurant is very cozy and intimate. ",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,"I LOVE COLORI KITCHEN! One of my favorite Italian restaurants in LA (the other is C&O), but the pasta is so much better here, hands down! And I lov e that its so affordable and BYOB. ",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,"There aren't many great restaurants within walking distance of my office in south downtown L.A.. And by walking distance, I mean one mile or less. Thankfully, Colori Kitchen is there for those times when only homemade pasta will do. ",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",4.0,,2,Colori Kitchen is awesome for many reasons:,4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",5.0,,2,"I have to say, Colori Kitchen is the BEST Italian food I have had thus far. I've never been to Italy, but hope to one day visit and eat my way through every city, but for now Colori Kitchen will do. ",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",5.0,,2,4.5 but I'll round up.,4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",1.0,,2,"UGH!!!!!!! I'm very very disappointed in them! I drove about 40 mins to come and grab vday lunch with my boyfriend and only to find them CLOSED?!? Why???? I even went to buy a bottle of wine too since they have free corkage. But a fyi....my wine was a twist off LOL. Honestly, did not see the point in making a reservation for lunch or else I would called. And not make a trip down and paid $10 for parking down the street. Who does this?",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",1.0,,2,"I have not actually been here, and I don't suggest you go either! ",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",5.0,,2,"Honestly. One of the best Italian restaurants I have ever been too. The garbanzo dip for your bread is amazing. The service is great! Also, the lasagna and fettuccine Alfredo are absolutely delectable! I would recommend tis place to anyone.",4.0,1018.0,"
        Colori Kitchen
    "
"
                        $11-30
                    ",5.0,,2,Came to town without making any dinner plans. Our foodie LA cousin recommended this place. Great atmosphere. Very fresh pasta. Loved the calamari steak appetizer. Bronzino was delicious with the olive kick. Filet of sole outstanding. Great Americano for dessert with delicious flan. Very at tentative service. Easy to get seated.,4.0,1018.0,"
        Colori Kitchen
    "
